"""Mike BRIDGMAN""","""KATE CAMPBELL""","""MARY CAMPBELL""","""Maureen CHILD""","""Callum LAIDLAW""","""Callum LESLIE""","""David WALKER"""
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,,,
11,10,9,8,7,6,5
11,10,9,8,7,6,5
11,10,9,8,7,6,5
11,10,9,8,7,6,5
11,10,9,8,7,6,5
11,10,9,8,7,6,5
11,10,9,8,7,6,5
11,10,9,8,7,6,5
11,10,9,8,7,6,5
11,10,9,8,7,6,5
11,10,9,8,7,5,6
11,10,9,8,7,5,6
11,10,9,8,,7,
11,10,9,8,,7,
11,10,9,8,,7,
11,10,9,8,6,7,
11,10,9,8,6,7,5
11,10,9,8,6,7,5
11,10,9,8,,7,6
11,10,9,8,,7,6
11,10,9,8,,7,6
11,10,9,8,,7,6
11,10,9,8,,7,6
11,10,9,8,,7,6
11,10,9,8,5,7,6
11,10,9,8,5,7,6
11,10,9,8,5,7,6
11,10,9,8,5,7,6
11,10,9,8,5,7,6
11,10,9,8,5,7,6
11,10,9,8,5,7,6
11,10,9,8,5,7,6
11,10,9,8,5,7,6
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,,,7
11,10,9,8,6,5,7
11,10,9,8,6,5,7
11,10,9,8,6,5,7
11,10,9,8,,6,7
11,10,9,8,,6,7
11,10,9,8,,6,7
11,10,9,8,,6,7
11,10,9,8,,6,7
11,10,9,8,,6,7
11,10,9,8,,6,7
11,10,9,8,,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,8,5,6,7
11,10,9,,8,,
11,10,9,,8,,
11,10,9,,8,,
11,10,9,,8,,
11,10,9,,8,,
11,10,9,,8,,
11,10,9,7,8,5,6
11,10,9,6,8,7,5
11,10,9,6,8,7,5
11,10,9,6,8,7,5
11,10,9,6,8,7,5
11,10,9,6,8,7,5
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,,,8,
11,10,9,7,,8,
11,10,9,7,6,8,
11,10,9,7,6,8,5
11,10,9,7,6,8,5
11,10,9,7,,8,6
11,10,9,7,,8,6
11,10,9,7,,8,6
11,10,9,7,,8,6
11,10,9,7,,8,6
11,10,9,7,,8,6
11,10,9,7,,8,6
11,10,9,7,,8,6
11,10,9,7,,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,7,5,8,6
11,10,9,6,7,8,5
11,10,9,6,7,8,5
11,10,9,6,7,8,5
11,10,9,6,7,8,5
11,10,9,5,7,8,6
11,10,9,5,7,8,6
11,10,9,6,,8,7
11,10,9,6,,8,7
11,10,9,6,,8,7
11,10,9,6,,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,6,5,8,7
11,10,9,,,,8
11,10,9,,,,8
11,10,9,,,,8
11,10,9,,,,8
11,10,9,,,,8
11,10,9,,,,8
11,10,9,,,,8
11,10,9,7,,,8
11,10,9,7,,,8
11,10,9,7,6,5,8
11,10,9,7,6,5,8
11,10,9,7,6,5,8
11,10,9,7,,6,8
11,10,9,7,5,6,8
11,10,9,7,5,6,8
11,10,9,7,5,6,8
11,10,9,7,5,6,8
11,10,9,7,5,6,8
11,10,9,7,5,6,8
11,10,9,7,5,6,8
11,10,9,7,5,6,8
11,10,9,7,5,6,8
11,10,9,7,5,6,8
11,10,9,5,6,7,8
11,10,9,5,6,7,8
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,,9,,,
11,10,8,9,,,
11,10,8,9,,,
11,10,8,9,,,
11,10,8,9,7,6,5
11,10,8,9,7,6,5
11,10,8,9,7,6,5
11,10,8,9,7,6,5
11,10,8,9,,7,
11,10,8,9,,7,
11,10,8,9,6,7,5
11,10,8,9,6,7,5
11,10,8,9,5,7,6
11,10,8,9,5,7,6
11,10,8,9,5,7,6
11,10,8,9,,,7
11,10,8,9,,,7
11,10,8,9,,6,7
11,10,8,9,5,6,7
11,10,8,9,5,6,7
11,10,8,9,5,6,7
11,10,8,9,5,6,7
11,10,8,9,5,6,7
11,10,8,9,5,6,7
11,10,8,9,5,6,7
11,10,8,9,5,6,7
11,10,8,9,5,6,7
11,10,8,9,5,6,7
11,10,8,9,5,6,7
11,10,5,9,8,7,6
11,10,,9,8,,7
11,10,,9,,8,
11,10,,9,,8,
11,10,7,9,6,8,5
11,10,6,9,5,8,7
11,10,6,9,5,8,7
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,,9,,,8
11,10,7,9,,,8
11,10,7,9,,,8
11,10,7,9,,,8
11,10,7,9,,,8
11,10,7,9,,,8
11,10,7,9,6,5,8
11,10,7,9,,6,8
11,10,7,9,,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,7,9,5,6,8
11,10,5,9,7,6,8
11,10,,9,,7,8
11,10,6,9,,7,8
11,10,6,9,5,7,8
11,10,6,9,5,7,8
11,10,6,9,5,7,8
11,10,6,9,5,7,8
11,10,6,9,5,7,8
11,10,6,9,5,7,8
11,10,6,9,5,7,8
11,10,6,9,5,7,8
11,10,6,9,5,7,8
11,10,6,9,5,7,8
11,10,5,9,6,7,8
11,10,5,9,6,7,8
11,10,,,9,,
11,10,,,9,,
